frame,accel_x_input,accel_x_given,accel_x_output,accel_x_simple_output,accel_y_input,accel_y_given,accel_y_output,accel_y_simple_output,accel_z_input,accel_z_given,accel_z_output,accel_z_simple_output,gyro_x_input,gyro_x_given,gyro_x_output,gyro_y_input,gyro_y_given,gyro_y_output,gyro_z_input,gyro_z_given,gyro_z_output
265,-0.5996094,-0.593331158,-0.5403356,-0.5875802,0.7675781,0.7642784,0.6778135,0.7771649,0.32421875,0.314773232,0.38165516,0.32325235,0.00212845043,0.00027591025,0.011520868,-0.00319267553,-0.00319267553,-0.200522,0.0,0.000354741729,0.069595404
266,-0.5830078,-0.5897041,-0.5329296,-0.5721545,0.764160156,0.763223,0.678421,0.7695096,0.306640625,0.310653567,0.37975782,0.31825358,-0.00106422522,9.197008e-05,0.011999026,-0.00212845043,-0.00283793383,-0.20078258,0.0,0.000118247241,0.069518216
267,-0.592773438,-0.593215168,-0.5370979,-0.5796623,0.761230469,0.7630339,0.67944443,0.7752028,0.310546875,0.311396241,0.38082725,0.3185197,0.00106422522,0.0007401402,0.012368532,-0.00319267553,-0.002364945,-0.20079342,0.0,3.94157469e-05,0.069447294
268,-0.597167969,-0.594711065,-0.5380994,-0.5883118,0.764648438,0.759715736,0.6779976,0.7732214,0.312988281,0.30822584,0.3809133,0.316569,0.00106422522,0.00131093862,0.012887583,-0.00106422522,-0.00149779848,-0.20043096,0.0,1.31385823e-05,0.06942966
269,-0.59375,-0.5942331,-0.5372944,-0.5847903,0.751464844,0.7560055,0.67952806,0.75741524,0.300292969,0.305053145,0.3798844,0.31227267,0.00212845043,0.0015012048,0.013220842,-0.00106422522,-0.0012087496,-0.20016637,0.0,0.0003991663,0.06960777
270,-0.5942383,-0.592446148,-0.5407803,-0.5796331,0.756835938,0.758024,0.678093,0.7690668,0.306640625,0.302042454,0.3810678,0.3120542,0.00106422522,0.001209885,0.013137729,-0.00106422522,-0.0011124,-0.20001914,0.00106422522,0.00106422522,0.06989309
271,-0.5888672,-0.5939664,-0.5383251,-0.5784761,0.761230469,0.757720232,0.67728645,0.77198577,0.2944336,0.306572765,0.3773348,0.31284878,0.00106422522,0.00111277855,0.012986487,-0.00106422522,-0.00108028343,-0.20006543,0.00106422522,0.00106422522,0.069861546
272,-0.600585938,-0.5962636,-0.5392117,-0.5896458,0.75390625,0.757618964,0.6758077,0.7616386,0.3232422,0.3132912,0.38027155,0.32027438,0.00106422522,0.00108040962,0.012904566,-0.00106422522,-0.00177906139,-0.20040959,0.0,0.000228599369,0.06950617
273,-0.5942383,-0.594587862,-0.5373223,-0.5847289,0.761230469,0.7590501,0.67537856,0.77182627,0.3100586,0.3129265,0.37834623,0.3209913,0.00106422522,0.0014243616,0.013016872,-0.00319267553,-0.002366729,-0.20063779,-0.00106422522,-0.00106422522,0.06922445
274,-0.5932617,-0.5920761,-0.5371449,-0.57818824,0.7583008,0.75692296,0.67112255,0.77096504,0.3154297,0.315571874,0.37674806,0.3187178,0.00212845043,0.00153901242,0.013123463,-0.00212845043,-0.00185313483,-0.20051865,0.0,-0.000354741729,0.069206804
275,-0.5883789,-0.5923782,-0.53839356,-0.5769628,0.753417969,0.75491184,0.66993207,0.75902,0.318359375,0.315151572,0.37685442,0.32142022,0.00106422522,0.00122248754,0.013047954,-0.00106422522,-0.00132719509,-0.20023876,0.0,0.00128621585,0.06943956
276,-0.5966797,-0.5962224,-0.5370402,-0.5873148,0.754394531,0.756845653,0.6801564,0.7634484,0.311523438,0.312407285,0.37838352,0.3183286,0.00106422522,0.00111697929,0.012736584,-0.00106422522,-0.00115188176,-0.1994968,0.00319267553,0.00319267553,0.069647394
277,-0.5996094,-0.596039,-0.53892624,-0.58813375,0.761230469,0.75862956,0.6779614,0.77153265,0.310546875,0.3103532,0.37994406,0.31831777,0.00106422522,0.00106422522,0.012507734,-0.00106422522,-2.92188488e-05,-0.19904976,-0.00212845043,0.0007094834,0.06979982
278,-0.592285156,-0.595489562,-0.5393141,-0.581001,0.7578125,0.7584104,0.6811232,0.76242495,0.308105469,0.3026698,0.38194147,0.31213915,0.0,0.0010484308,0.012376699,0.00212845043,0.000345002132,-0.19892696,0.00106422522,0.00130071968,0.06990449
279,-0.598144531,-0.597585,-0.539139,-0.5865622,0.758789063,0.761918068,0.6806501,0.7703298,0.289550781,0.297667265,0.37841916,0.30029178,0.00106422522,0.00106422522,0.012420973,-0.00106422522,-0.000594482757,-0.19914892,0.00212845043,0.000433573266,0.06977965
280,-0.5991211,-0.5968187,-0.5386469,-0.58957756,0.7685547,0.7630873,0.6793531,0.77454966,0.30078125,0.299906015,0.37752914,0.30117223,0.00106422522,0.00106422522,0.012704326,-0.00106422522,-0.00126238621,-0.19974151,-0.00212845043,-0.000210217317,0.06952164
281,-0.59375,-0.594610155,-0.53910464,-0.5831036,0.758789063,0.763477,0.67947495,0.76769876,0.301269531,0.303093672,0.37724632,0.30551192,0.00106422522,0.00106422522,0.012844024,-0.00212845043,-0.0014850205,-0.20006499,0.00106422522,0.00106422522,0.069316916
282,-0.5932617,-0.5950133,-0.53794557,-0.58191794,0.7685547,0.764257967,0.67874646,0.778111,0.308105469,0.311317682,0.3754165,0.31441417,0.00106422522,0.00106422522,0.012858132,-0.00106422522,-0.00191397371,-0.2004363,0.0,0.0007292134,0.06927306
283,-0.597167969,-0.5967753,-0.53798693,-0.58712775,0.7607422,0.760612,0.678964,0.7734484,0.3227539,0.31845355,0.38145238,0.32512602,0.00106422522,0.00106422522,0.012858772,-0.00319267553,-0.00205695815,-0.20053923,-0.00106422522,-0.00106422522,0.06941049
284,-0.598144531,-0.597199857,-0.5401007,-0.5878697,0.756835938,0.761349857,0.6792456,0.7656548,0.321289063,0.317576975,0.37751153,0.32183766,0.00106422522,0.00106422522,0.012712584,-0.00106422522,-0.00210461952,-0.20057264,0.00106422522,0.000354741729,0.06961776
285,-0.5966797,-0.5968531,-0.5390425,-0.5848265,0.766601563,0.764362752,0.6789216,0.7771206,0.312988281,0.3094723,0.37736234,0.31450567,0.00106422522,0.00106422522,0.012493396,-0.00319267553,-0.00319267553,-0.20056562,0.00106422522,0.000118247233,0.06970931
286,-0.5966797,-0.597714,-0.5409594,-0.58547705,0.7651367,0.7632511,0.68115604,0.7757931,0.297851563,0.3118163,0.37825507,0.32067817,0.0,0.000354741729,0.012219872,0.0,-0.00106422522,-0.20068988,-0.00106422522,3.94157432e-05,0.06965992
287,-0.5996094,-0.5976755,-0.5411205,-0.5897366,0.7602539,0.7627178,0.6813283,0.76763314,0.328125,0.316992164,0.37791398,0.3268517,0.0,0.000381241523,0.012168825,0.0,-0.00183362735,-0.20080729,0.00106422522,0.00106422522,0.06957199
288,-0.5957031,-0.594081938,-0.537011,-0.58507955,0.764648438,0.763191044,0.67896974,0.7760071,0.311035156,0.310091138,0.37947965,0.3190173,0.00106422522,0.00106422522,0.012388781,-0.005321126,-0.005321126,-0.20063704,0.0,0.000354741729,0.069524474
289,-0.5888672,-0.5910937,-0.53740036,-0.57742774,0.762207031,0.7633488,0.6795347,0.7706252,0.3022461,0.308441848,0.37878075,0.3125741,0.00106422522,0.00106422522,0.012405836,-0.00106422522,-0.00248319213,-0.20039755,0.0,0.000118247241,0.06947631
290,-0.590332031,-0.5917253,-0.53643245,-0.5806246,0.764648438,0.765842855,0.68128794,0.77439094,0.312988281,0.311961085,0.37870032,0.31560588,0.0,0.000354741729,0.012149112,-0.00106422522,-0.00106422522,-0.2001114,0.0,3.94157469e-05,0.069446504
291,-0.59375,-0.5953538,-0.5367531,-0.58488107,0.76953125,0.763581753,0.68270075,0.77918035,0.314453125,0.310367227,0.3801092,0.31741112,0.0,0.00039612985,0.012049113,0.0,-0.001705484,-0.20002888,0.0,1.31385823e-05,0.069434255
292,-0.600585938,-0.596075,-0.54083425,-0.5879016,0.7553711,0.7625025,0.6791735,0.7629939,0.3046875,0.307069033,0.3783565,0.31410888,0.00106422522,0.00106422522,0.012157909,-0.00319267553,-0.00319267553,-0.2000509,0.0,4.37952758e-06,0.06943519
293,-0.592285156,-0.5956643,-0.5393878,-0.5826941,0.7685547,0.763607562,0.68028516,0.7776095,0.306152344,0.3115035,0.37829322,0.3187989,0.0,0.0012663902,0.012253835,0.0,-0.0032258823,-0.20009717,0.0,0.000393021561,0.06942966
294,-0.5986328,-0.597480536,-0.53819156,-0.5852867,0.7597656,0.7613718,0.6782565,0.7739377,0.321289063,0.3111913,0.38124555,0.323634,0.00106422522,0.00106422522,0.01231386,-0.00212845043,-0.00212845043,-0.20018792,0.00106422522,0.00106422522,0.069375806
295,-0.598144531,-0.5982487,-0.5417753,-0.5892159,0.7607422,0.7622542,0.6789267,0.76352125,0.30078125,0.309785128,0.3809957,0.31907955,0.0,0.0009936867,0.012401031,-0.00212845043,-0.00177370862,-0.20023969,-0.00106422522,-0.00106422522,0.069424644
296,-0.5991211,-0.597691,-0.54026,-0.5884828,0.764648438,0.76206,0.6769368,0.77623564,0.3173828,0.309479147,0.38262367,0.31619957,0.00106422522,0.00106422522,0.0123924855,-0.00106422522,-0.0020102032,-0.20028111,0.0,-0.00103509007,0.06957332
297,-0.5957031,-0.595714748,-0.5396347,-0.5860119,0.759277344,0.7585773,0.67667526,0.7681462,0.301269531,0.305145383,0.38292736,0.31208384,0.00106422522,0.000354741729,0.012225681,-0.00319267553,-0.00319267553,-0.20029174,0.00106422522,0.00106422522,0.06989068
298,-0.59375,-0.592289031,-0.53996754,-0.5811272,0.754394531,0.757253647,0.6743576,0.76109195,0.3046875,0.307607055,0.38319626,0.31071627,-0.00106422522,0.000472988962,0.012170164,0.0,-0.00316915661,-0.20033798,0.0,0.00209674332,0.07022609
299,-0.587402344,-0.590984344,-0.5303574,-0.5755684,0.758789063,0.757626235,0.6739794,0.7721857,0.312988281,0.305335164,0.38688257,0.31162184,0.00212845043,0.00122188823,0.012388125,-0.00212845043,-0.00212845043,-0.20043327,0.00212845043,0.00212845043,0.070349336
300,-0.5932617,-0.593967438,-0.536163,-0.58532244,0.756835938,0.7544952,0.6741842,0.76538163,0.295410156,0.307995826,0.38294578,0.31723922,0.00106422522,0.00111677952,0.012725045,-0.00212845043,-0.00212845043,-0.20042303,0.0,0.001700232,0.070282385
301,-0.59765625,-0.592683136,-0.5355249,-0.5832156,0.749023438,0.75491637,0.6764132,0.7538383,0.3232422,0.31539312,0.38213304,0.32427782,0.00106422522,0.00106422522,0.012655052,-0.00212845043,-0.00177370862,-0.20032744,0.00106422522,0.00106422522,0.07009945
302,-0.5864258,-0.5932316,-0.53863543,-0.5815306,0.761230469,0.758474767,0.67590964,0.7713726,0.3149414,0.313789874,0.38598022,0.32266626,0.0,0.000354741729,0.012229979,-0.00106422522,-0.0005912362,-0.19999409,0.00106422522,0.000354741729,0.06989574
303,-0.600585938,-0.59374,-0.54043645,-0.58254606,0.759277344,0.7572195,0.67404205,0.7705616,0.311035156,0.31748724,0.3938052,0.32398295,0.0,0.0003791667,0.012154379,0.00106422522,-0.000197078742,-0.19974756,-0.00106422522,0.000118247233,0.069746725
304,-0.587402344,-0.5947232,-0.53543454,-0.5816178,0.75390625,0.7582659,0.68083227,0.7638989,0.327636719,0.32067284,0.39423576,0.32853982,0.00106422522,0.00106422522,0.012527369,-0.00106422522,-0.00112991815,-0.19970655,0.00106422522,0.00106422522,0.069724776
305,-0.603027344,-0.596027553,-0.53868806,-0.58775,0.7636719,0.7599168,0.6774794,0.77313346,0.316894531,0.319456071,0.39004382,0.3272999,0.00106422522,0.00106422522,0.012761914,-0.00212845043,-0.00144086452,-0.1998433,0.0,0.001385606,0.0697862
306,-0.590332031,-0.594834745,-0.5382161,-0.58523816,0.7578125,0.7614436,0.67962325,0.7683941,0.320800781,0.31856218,0.39289346,0.32293275,0.00106422522,0.00106422522,0.012857647,-0.00106422522,-0.00118977157,-0.2001257,0.00106422522,0.00106422522,0.069822654
307,-0.598144531,-0.5957392,-0.5429844,-0.5819595,0.766601563,0.7639057,0.68049943,0.77466434,0.3154297,0.315497279,0.3893839,0.32115287,0.00106422522,0.00106422522,0.0129691595,-0.00106422522,-0.00146081578,-0.20028692,0.00106422522,0.000354741729,0.0697596
308,-0.5942383,-0.5986448,-0.54384243,-0.58458585,0.7636719,0.7621222,0.6787475,0.7723099,0.3125,0.312685281,0.39013255,0.31946722,0.00106422522,0.00141896692,0.013159468,-0.00212845043,-0.00190590555,-0.20046188,-0.00106422522,0.000118247233,0.06965992
309,-0.605957031,-0.6020548,-0.5465559,-0.5953867,0.758789063,0.7628298,0.67957866,0.76616234,0.3100586,0.317932844,0.39156282,0.32532424,0.00212845043,0.00153721415,0.013125079,-0.00212845043,-0.00205426873,-0.20051613,0.00106422522,0.00106422522,0.06957199
310,-0.6015625,-0.6014011,-0.5404834,-0.5933869,0.7675781,0.7632284,0.6792175,0.7762435,0.3310547,0.3177289,0.39481407,0.3307416,0.00106422522,0.0005124047,0.012711883,-0.00212845043,-0.00212845043,-0.20059413,0.0,0.000354741729,0.069522895
311,-0.600585938,-0.599718332,-0.5393821,-0.58818495,0.759277344,0.7612454,0.67885405,0.76913226,0.304199219,0.3144057,0.39701867,0.32122102,-0.00106422522,0.000170801577,0.012366972,0.0,-0.00254115881,-0.20060417,0.0,0.000118247241,0.0695385
312,-0.597167969,-0.596065,-0.5390949,-0.58448875,0.761230469,0.761561,0.6758452,0.7699991,0.321289063,0.31834355,0.39707085,0.3193888,0.00106422522,0.0007664173,0.01244552,-0.00319267553,-0.00319267553,-0.20083708,0.0,0.0004750559,0.06958824
313,-0.5913086,-0.596149266,-0.5351831,-0.58089113,0.762207031,0.762805462,0.67646617,0.77498937,0.319335938,0.319167882,0.39334875,0.3251045,0.00106422522,0.0009649559,0.012668311,-0.00212845043,-0.00283793383,-0.20105676,0.00106422522,0.00106422522,0.06948705
314,-0.6010742,-0.5974794,-0.53955495,-0.5886705,0.764648438,0.762243748,0.6750943,0.7720291,0.319824219,0.3192799,0.3911225,0.32425195,0.00106422522,0.00103113533,0.012665588,-0.00319267553,-0.0030744283,-0.20119058,-0.00106422522,-0.00106422522,0.069286875
315,-0.595214844,-0.596620739,-0.5393205,-0.5840697,0.759277344,0.761730969,0.6759246,0.769235,0.318847656,0.318177938,0.38429964,0.3262806,0.00106422522,0.00106422522,0.0125177065,-0.00319267553,-0.00279851817,-0.2011377,0.0,-0.000635885342,0.06936912
316,-0.597167969,-0.59763664,-0.538825,-0.58509386,0.7636719,0.7613973,0.6801946,0.7728858,0.31640625,0.311462969,0.3838253,0.3214166,0.0,0.000354741729,0.012034462,-0.00212845043,-0.00212845043,-0.2004876,0.00212845043,0.00212845043,0.069668055
317,-0.5991211,-0.5965104,-0.53927946,-0.5886584,0.758789063,0.7588447,0.6794657,0.770289,0.2998047,0.307922572,0.38848022,0.31414676,0.0,-0.000406073785,0.011673277,0.0,-0.000709483458,-0.19997394,0.0,0.000709483458,0.069819234
318,-0.592773438,-0.593693554,-0.53736854,-0.5813565,0.756347656,0.757831037,0.6792201,0.76697224,0.3125,0.30674243,0.3839749,0.31683233,-0.00106422522,-0.00106422522,0.011612648,0.0,-0.00042025288,-0.19967428,0.0,0.000148487336,0.069752365
319,-0.5917969,-0.593731165,-0.5385735,-0.57850397,0.7583008,0.759283543,0.6789243,0.7669066,0.2998047,0.313673258,0.38408315,0.32191303,0.00106422522,0.00106422522,0.011764342,-0.00106422522,-0.00106422522,-0.19978005,0.00106422522,0.00106422522,0.06940918
320,-0.5957031,-0.596022367,-0.537593,-0.585678,0.76171875,0.7622091,0.67881393,0.7706929,0.334472656,0.3207036,0.3854299,0.33007473,0.0,0.00181540486,0.0121624945,-0.00106422522,-0.00177370862,-0.20043121,-0.00106422522,-0.00106422522,0.0689801
321,-0.5986328,-0.596623361,-0.53774214,-0.5884893,0.765625,0.7636726,0.6779931,0.7768755,0.313964844,0.3166994,0.38387668,0.32745942,0.00106422522,0.00106422522,0.012456363,-0.00319267553,-0.0027196866,-0.20089497,0.0,-0.00224479,0.068649955
322,-0.595214844,-0.5943823,-0.53771913,-0.5819981,0.7631836,0.7609052,0.678763,0.7688241,0.3154297,0.313574284,0.38204262,0.31608942,0.00106422522,0.00106422522,0.012704326,-0.00319267553,-0.002325529,-0.20124583,-0.00212845043,-0.00212845043,0.0685232
323,-0.5913086,-0.596076667,-0.5369733,-0.5795796,0.7558594,0.7590062,0.6765409,0.7662921,0.30859375,0.3092774,0.37811068,0.31203818,0.00106422522,0.00106422522,0.012844024,-0.00106422522,-0.00219414313,-0.20124473,0.0,-0.000862844347,0.06902798
324,-0.602539063,-0.5989201,-0.54062694,-0.5903255,0.7602539,0.7595125,0.6761172,0.7660509,0.305664063,0.312402368,0.38023546,0.3167397,0.00106422522,0.00106422522,0.012858132,-0.00319267553,-0.00250508985,-0.20129675,0.00106422522,0.00106422522,0.06987327
325,-0.598144531,-0.59970516,-0.54162633,-0.5874974,0.759277344,0.7627737,0.67717946,0.7701854,0.322265625,0.318652362,0.38289887,0.325208,0.00106422522,0.00106422522,0.012858772,-0.00212845043,-0.00296348031,-0.20137903,0.00212845043,0.00212845043,0.07015947
326,-0.6020508,-0.6017572,-0.54358846,-0.58976763,0.76953125,0.763860762,0.6792397,0.77841747,0.321289063,0.317968756,0.37971517,0.32259354,0.00106422522,0.00106422522,0.012717958,-0.004256901,-0.003116277,-0.2011903,0.0,0.00116011431,0.06974805
327,-0.6035156,-0.599511564,-0.5427129,-0.5933723,0.759277344,0.7612934,0.682595,0.76857024,0.313964844,0.309114575,0.37999418,0.3144431,0.00106422522,0.00106422522,0.012536605,-0.00212845043,-0.002102984,-0.20094803,-0.00106422522,-0.00106422522,0.06930204
328,-0.5932617,-0.5942057,-0.53820425,-0.5822841,0.7607422,0.7643439,0.6801804,0.7705914,0.295410156,0.306488723,0.38008466,0.31407017,0.0,0.00106412824,0.012329272,-0.00106422522,-0.00176521984,-0.20049582,0.0,-0.000354741729,0.06922235
329,-0.58984375,-0.59276253,-0.5381849,-0.5766015,0.7709961,0.763244867,0.68062973,0.780826,0.3149414,0.310984522,0.38426876,0.31892613,0.00106422522,0.00106422522,0.012246384,-0.00212845043,-0.00165263179,-0.20028827,0.0,0.000575135753,0.06929861
330,-0.5942383,-0.593746364,-0.5367943,-0.5840049,0.754394531,0.7594605,0.67797554,0.761597,0.311523438,0.306949258,0.38489103,0.31572205,0.0,0.00106425909,0.012298053,-0.00106422522,-0.0012603607,-0.20001282,0.00106422522,0.00106422522,0.06932996
331,-0.5942383,-0.595701933,-0.5367829,-0.58530086,0.7607422,0.761617,0.6775414,0.7695971,0.298339844,0.304790378,0.38451418,0.30786258,0.00106422522,0.00106422522,0.012310774,-0.00106422522,-0.0011296036,-0.1998894,-0.00106422522,-0.00106422522,0.06920825
332,-0.5991211,-0.596353769,-0.53889287,-0.58574814,0.764648438,0.761522055,0.6753999,0.77991974,0.309082031,0.310906678,0.38290232,0.3132877,0.00106422522,0.000354741729,0.012234702,-0.00106422522,-0.00106422522,-0.19973643,0.0,-0.001799599,0.06904508
333,-0.5942383,-0.5967338,-0.5387165,-0.5846869,0.7583008,0.7587235,0.6739558,0.7619641,0.318847656,0.313433737,0.37903368,0.32058868,-0.00106422522,0.000118247233,0.012100039,0.0,-0.00143829035,-0.1996653,-0.00106422522,-0.00106422522,0.06879955
334,-0.5996094,-0.597837031,-0.5403095,-0.5862598,0.756347656,0.7571396,0.6699839,0.76601547,0.310546875,0.311183661,0.37969267,0.3170294,0.00106422522,0.00106422522,0.012140644,-0.00212845043,-0.00212845043,-0.19964088,0.0,-0.00120050809,0.06852345
335,-0.597167969,-0.59755373,-0.5401784,-0.5879509,0.756347656,0.7546585,0.6687705,0.76611817,0.3095703,0.311247438,0.38471314,0.31466982,0.0,0.00138223008,0.012331689,0.0,-0.0019299764,-0.1996633,-0.00212845043,-0.00212845043,0.06829554
336,-0.59765625,-0.596157253,-0.5399445,-0.58999324,0.7504883,0.756435633,0.67416024,0.7586139,0.312988281,0.319243938,0.3814194,0.32475537,0.00106422522,0.00106422522,0.012620829,-0.00106422522,-0.00106422522,-0.20005511,-0.00106422522,-0.00141896692,0.06821925
337,-0.5932617,-0.592599332,-0.53926194,-0.5830081,0.764160156,0.762724638,0.67573714,0.77156955,0.3334961,0.324676365,0.37873545,0.3337405,0.00106422522,0.00106422522,0.01278818,-0.00212845043,-0.00212845043,-0.20039356,-0.00106422522,-0.00106422522,0.068474896
338,-0.5883789,-0.593366444,-0.5385351,-0.57781965,0.7675781,0.766448557,0.6765474,0.781476,0.321289063,0.319162965,0.37991962,0.3282315,0.00106422522,0.00106422522,0.0129427295,-0.00319267553,-0.00212845043,-0.20061423,0.0,-0.000354741729,0.06889654
339,-0.5991211,-0.598504961,-0.54130775,-0.5915294,0.769042969,0.768991947,0.67702967,0.77434933,0.311523438,0.316023082,0.37874535,0.3223685,0.00106422522,0.00177370862,0.013143901,-0.00106422522,-0.00177370885,-0.20056328,0.0,-0.000118247241,0.06923722
340,-0.603027344,-0.5984275,-0.5421601,-0.5932455,0.7714844,0.767398357,0.67956823,0.7778211,0.3173828,0.31334886,0.38225418,0.31711578,0.00319267553,0.00319267553,0.013124205,-0.00212845043,-0.00212845043,-0.20053303,0.0,-3.94157469e-05,0.06937694
341,-0.59375,-0.5957975,-0.5408892,-0.5834629,0.76171875,0.7577526,0.6801074,0.7739252,0.306640625,0.305947036,0.3834562,0.30978554,0.0,0.002814114,0.01288374,0.0,-0.00305531546,-0.2005538,0.0,-1.31385823e-05,0.06947982
342,-0.595214844,-0.596385658,-0.54354614,-0.58267474,0.7441406,0.753723562,0.6801765,0.7536569,0.297851563,0.307386,0.3836454,0.31298217,0.00106422522,0.00106422522,0.012663859,-0.004256901,-0.004256901,-0.20065594,0.0,0.0003875718,0.069580436
343,-0.598144531,-0.5985348,-0.5417287,-0.58693516,0.759277344,0.7566123,0.68070185,0.7665578,0.318359375,0.314050555,0.38003758,0.3231859,0.00106422522,0.00106422522,0.012581401,-0.00106422522,-0.00248319213,-0.20073368,0.00106422522,0.00106422522,0.06927989
344,-0.6010742,-0.6003905,-0.5410883,-0.5939458,0.756835938,0.7611559,0.67647815,0.77447283,0.31640625,0.308785081,0.38176855,0.32001367,0.00106422522,0.000354741729,0.012363363,-0.00212845043,-0.00260143937,-0.20094894,-0.00106422522,-0.000709483458,0.06869324
345,-0.6015625,-0.597265542,-0.5433488,-0.58924824,0.770019531,0.762995958,0.6744959,0.7717217,0.295898438,0.304588526,0.38335338,0.30719465,-0.00106422522,0.000118247233,0.012121004,-0.00319267553,-0.002995597,-0.2010944,-0.00212845043,-0.00130071968,0.06824722
346,-0.58984375,-0.5949218,-0.54065835,-0.5777261,0.7578125,0.7627955,0.6801393,0.7646309,0.309082031,0.311490446,0.38026166,0.3117144,0.00106422522,0.00106422522,0.011996288,-0.00319267553,-0.0024174992,-0.20073621,-0.00106422522,-0.00114305678,0.0681565
347,-0.59765625,-0.599674463,-0.5411238,-0.5860191,0.7675781,0.7653329,0.67792016,0.77972645,0.320800781,0.316232473,0.38403702,0.32333958,0.0,0.000354741729,0.011991872,-0.00106422522,-0.00106422522,-0.200298,-0.00106422522,-0.00106422522,0.068580575
348,-0.6064453,-0.6014214,-0.5438069,-0.5967852,0.765625,0.7608076,0.684756,0.77528244,0.31640625,0.316511065,0.38015112,0.32360595,0.0,0.0002967481,0.012086407,0.0,-0.000671749352,-0.19969495,0.0,-0.000268141885,0.069199644
349,-0.598144531,-0.5982602,-0.54166543,-0.5884432,0.751464844,0.7589736,0.682781,0.75367934,0.316894531,0.311721116,0.38056788,0.31885374,0.00106422522,0.00106422522,0.012191473,-0.00106422522,-0.00106422522,-0.1995119,0.00106422522,0.00106422522,0.069641724
350,-0.595214844,-0.5957417,-0.5416172,-0.5869247,0.764648438,0.7624313,0.6850224,0.77163965,0.3017578,0.3058927,0.38232723,0.31214678,0.0,0.001301066,0.012303149,0.0,-0.001594032,-0.1997141,0.00106422522,0.000354741729,0.06974057
351,-0.59375,-0.5924608,-0.5393221,-0.5829229,0.7636719,0.765374243,0.6864119,0.77782595,0.304199219,0.309158236,0.38107935,0.3126123,0.00106422522,0.00106422522,0.012395745,-0.00212845043,-0.00212845043,-0.19998458,-0.00106422522,0.000118247233,0.06961243
352,-0.5878906,-0.5920182,-0.53486115,-0.57695657,0.770019531,0.7647276,0.67951155,0.7783253,0.3173828,0.313990235,0.38174033,0.31808522,0.00106422522,0.00106422522,0.01244857,-0.00212845043,-0.00212845043,-0.19999805,0.00106422522,0.00106422522,0.06944773
353,-0.5957031,-0.5965907,-0.53800875,-0.5863566,0.758789063,0.762233436,0.68094563,0.76694065,0.3154297,0.312182933,0.383125,0.3193543,0.0,0.00108636788,0.012400212,0.0,-0.001698058,-0.19980443,0.0,0.00058934046,0.069365814
354,-0.6020508,-0.5979521,-0.5393824,-0.5937714,0.7631836,0.764657259,0.681263,0.77388185,0.3071289,0.311254978,0.38346407,0.31815597,0.00106422522,0.00106422522,0.0123108765,-0.00106422522,-0.00106422522,-0.19948843,-0.00106422522,-0.00106422522,0.069387406
355,-0.595214844,-0.596290052,-0.5365952,-0.5869959,0.7685547,0.764488637,0.6813542,0.7798445,0.314453125,0.3112712,0.3836515,0.31621885,0.0,0.00105649931,0.012382988,0.0,-0.0008894868,-0.1993804,0.00106422522,0.00106422522,0.069609575
356,-0.5957031,-0.592806339,-0.53962696,-0.5806391,0.7602539,0.7621538,0.6784402,0.7650038,0.308105469,0.311927646,0.3841701,0.31700853,0.00106422522,0.00106422522,0.012700314,-0.00106422522,-0.00106422522,-0.19964059,0.0,0.00229304237,0.06991058
357,-0.5864258,-0.5922961,-0.5372124,-0.5768979,0.76171875,0.7633286,0.6795582,0.774092,0.31640625,0.317192048,0.38173103,0.32426554,0.00106422522,0.00141896692,0.012853951,-0.00106422522,-0.00177370862,-0.19991076,0.00212845043,0.00212845043,0.069803946
358,-0.59765625,-0.59538126,-0.5355492,-0.58561397,0.7661133,0.7617671,0.67795193,0.77740145,0.3232422,0.31552887,0.3831499,0.323921,0.00212845043,0.0008277308,0.012627711,-0.00319267553,-0.00319267553,-0.2000873,-0.00106422522,0.0008460084,0.069357336
359,-0.5961914,-0.5960841,-0.5403365,-0.5870469,0.7558594,0.7588052,0.6784658,0.7611294,0.306152344,0.308789581,0.38098297,0.31245866,-0.00106422522,0.000275910279,0.012305631,0.0,-0.00281906361,-0.20004325,-0.00106422522,-0.00106422522,0.069191255
360,-0.5966797,-0.595992863,-0.53908044,-0.58364177,0.758789063,0.7610731,0.67833096,0.77071023,0.3046875,0.312402517,0.38144118,0.31496656,0.00106422522,0.00106422522,0.012158339,-0.00106422522,-0.00106422522,-0.2001611,0.0,-0.000805756368,0.06942961
361,-0.595214844,-0.596613467,-0.5394831,-0.5827298,0.765625,0.7619918,0.6793027,0.77533585,0.323730469,0.320605516,0.38100037,0.32718316,0.0,0.00135851756,0.01230468,-0.00212845043,-0.00177370885,-0.20034787,0.00106422522,0.00106422522,0.06985148
362,-0.5986328,-0.599587262,-0.53959465,-0.5867538,0.759277344,0.7611587,0.6826724,0.7669783,0.3256836,0.320084661,0.37869698,0.32742316,0.00106422522,0.00106422522,0.0126201995,-0.00212845043,-0.0020102032,-0.20062669,0.00106422522,0.00106422522,0.07020946
363,-0.6035156,-0.600415766,-0.5411458,-0.5935625,0.762207031,0.759904444,0.6774796,0.77291363,0.313964844,0.314539939,0.38237897,0.32129726,0.00106422522,0.00106422522,0.012726313,-0.00212845043,-0.00244377647,-0.20071027,0.00106422522,0.00106422522,0.07020546
