frame,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,prob_0,prob_1,prob_2,prob_3,prob_4,correct_answer,model_prediction
12,-0.0192076787,0.0243589,-1.03397179,-0.00106422522,-0.00176353857,0.00106422522,0.99868727,0.5179364,0.019409964,0.005583329,0.006055659,0,0
13,-0.0153543828,0.0245584343,-1.02906477,-0.00189082127,-0.00129732967,0.00106422522,0.9988056,0.503139,0.018779527,0.005481026,0.006188728,0,0
14,-0.01390719,0.022346301,-1.02775466,-0.00106422522,-0.00185141014,0.000111612921,0.9989027,0.48986086,0.018218784,0.0053967317,0.006318567,0,0
15,-0.0178193245,0.0222599655,-1.03106153,9.918662e-06,-0.00203610375,-0.00106422522,0.9989834,0.47785598,0.017720755,0.0053273845,0.006440507,0,0
16,-0.019774409,0.021417385,-1.03004789,0.00106422522,-0.00138818473,0.00106422522,0.99905145,0.46691397,0.017277613,0.0052695284,0.0065582534,0,0
17,-0.021565428,0.0222758483,-1.02417612,0.000354741729,-0.0011722116,0.002248379,0.9991095,0.45685488,0.016879477,0.0052212276,0.00667565,0,0
18,-0.0226507168,0.021097159,-1.0227071,0.00106422522,-0.00110022072,0.00212845043,0.9991595,0.44758174,0.016521227,0.0051803123,0.006790135,0,0
19,-0.0210593548,0.02037874,-1.0264492,0.000354741729,-0.00107622368,0.00141896692,0.99920267,0.4390011,0.016202264,0.005146335,0.0068992726,0,0
20,-0.0184130147,0.0230689552,-1.02932417,0.000295971346,-0.00142296648,0.00106422522,0.9992403,0.43102548,0.01591733,0.0051175077,0.0070026712,0,0
21,-0.0155777754,0.0221753288,-1.03256118,0.00106422522,-0.00153854734,-0.00017533655,0.9992733,0.4236102,0.015661804,0.005091918,0.0071012545,0,0
22,-0.0149582168,0.0226912554,-1.03071058,0.000354741729,-0.00106422522,-0.00212845043,0.99930257,0.41667423,0.015429803,0.0050689965,0.0071978346,0,0
23,-0.0144261764,0.02563016,-1.02862883,0.000118247241,-0.0009048762,-0.000709483458,0.9993288,0.41014445,0.015219121,0.0050488263,0.007291804,0,0
24,-0.0152253918,0.0246566683,-1.02874863,3.94157469e-05,-0.00106422522,-0.00130071968,0.9993523,0.40402055,0.0150273265,0.005030516,0.0073829046,0,0
25,-0.0193980467,0.02400665,-1.02878857,0.0003911372,-0.00141896692,-0.00106422522,0.99937344,0.39827234,0.014852188,0.0050134514,0.007469462,0,0
26,-0.01964961,0.022976175,-1.02831364,0.00106422522,-0.00189195585,-0.000103223625,0.9993926,0.3928782,0.014692592,0.0049974923,0.007552668,0,0
27,-0.0146878911,0.0226326827,-1.028318,-0.000354741729,-0.00319267553,0.00106422522,0.9994098,0.3877923,0.01454863,0.0049835322,0.0076339985,0,0
28,-0.0127084637,0.0230064671,-1.02994716,-0.00106422522,-0.00319672422,0.00106422522,0.9994254,0.38299018,0.014417778,0.004970535,0.007710452,0,0
29,-0.0144900605,0.023293823,-1.02707231,-0.00115982711,-0.00212845043,0.0001942207,0.99943984,0.37845805,0.014294935,0.004957124,0.007784041,0,0
30,-0.0144328848,0.0194833577,-1.022045,-0.00106422522,-0.00106422522,-0.00106422522,0.9994531,0.37419853,0.014178543,0.0049431827,0.007857428,0,0
31,-0.0152276279,0.0147952335,-1.01955545,-0.000245136325,-0.000709483458,-0.001410485,0.9994654,0.37019953,0.014070115,0.004929405,0.007927285,0,0
32,-0.0164691042,0.0174642969,-1.02377117,0.00106422522,-0.00130071968,-0.00106422522,0.9994766,0.36644027,0.013972387,0.004916967,0.007986913,0,0
33,-0.0172084514,0.0235623177,-1.02794325,0.000354741729,-0.00114305678,0.000354741729,0.9994869,0.3628836,0.013884832,0.004905941,0.008039353,0,0
34,-0.01810594,0.02461843,-1.02982223,0.000118247241,-0.00179998577,0.0008277307,0.9994964,0.3595378,0.013803852,0.0048945867,0.008088782,0,0
35,-0.0156381782,0.0231801029,-1.03272724,0.000478205126,-0.00237370376,0.00106422522,0.99950504,0.35639864,0.013729911,0.0048828055,0.008134429,0,0
36,-0.0131879868,0.0236772224,-1.02946377,0.00106422522,-0.00212845043,0.000354741729,0.9995132,0.35342988,0.013659592,0.0048702294,0.008179025,0,0
37,-0.01416162,0.0233546477,-1.03065455,0.000354741729,-0.00240666419,0.000118247241,0.9995207,0.35061592,0.013594652,0.0048580165,0.008219615,0,0
38,-0.014974446,0.0242236853,-1.035446,0.0008277307,-0.00319267553,3.94157469e-05,0.99952763,0.3479699,0.013536014,0.004845971,0.0082529485,0,0
39,-0.0163847115,0.0245133638,-1.03411353,0.0009853938,-0.00177370862,-0.000391339359,0.99953413,0.3454707,0.013480704,0.0048333216,0.00828448,0,0
40,-0.0168548,0.0265630484,-1.0297631,0.001037948,-0.0020102032,-0.00106422522,0.9995403,0.3430992,0.013426461,0.0048205038,0.008316388,0,0
41,-0.0144073293,0.0270835161,-1.03010333,0.00105546613,-0.00279851817,-0.000354741729,0.9995461,0.3408544,0.013376415,0.004808399,0.008346109,0,0
42,-0.0150563493,0.021885911,-1.03282082,0.00106422522,-0.00306128967,-0.00106422522,0.9995514,0.33875653,0.013331393,0.0047963527,0.008372254,0,0
43,-0.0162492525,0.0188512933,-1.03405225,0.000354741729,-0.00279413839,-0.000354741729,0.99955624,0.33677515,0.013291281,0.004784654,0.00839485,0,0
44,-0.0168096479,0.0212577228,-1.032998,-0.0004052371,-0.00270508812,-0.000118247241,0.9995609,0.33488485,0.013253518,0.004773369,0.008415202,0,0
45,-0.01829853,0.0295468438,-1.03476238,-0.00106422522,-0.00267540477,-3.94157469e-05,0.99956524,0.3330724,0.013217664,0.0047628107,0.008430705,0,0
46,-0.0187948216,0.0311705619,-1.03274632,-0.00141896692,-0.00231076847,-1.31385823e-05,0.9995694,0.33135906,0.013181821,0.0047516744,0.008447387,0,0
47,-0.0197740551,0.0282938331,-1.02605212,-0.00106422522,-0.002189223,0.000385785155,0.99957347,0.3297383,0.013144749,0.0047396384,0.008467535,0,0
48,-0.0174963,0.0291252881,-1.02675045,-0.00131991215,-0.00108448276,0.00106422522,0.9995772,0.3282006,0.013111346,0.0047287485,0.0084839715,0,0
49,-0.016411528,0.0263099913,-1.02861083,-0.00212845043,-0.000361494254,0.0004682228,0.9995806,0.32676882,0.013081461,0.0047183353,0.008497545,0,0
50,-0.0181658212,0.0239067152,-1.02955639,-0.000709483458,-0.00106422522,-0.00106422522,0.99958384,0.3254537,0.013052871,0.004707244,0.008506648,0,0
51,-0.01679746,0.0209897384,-1.03068542,-0.00106422522,-0.00212125247,-0.00141896692,0.99958676,0.32423186,0.013027551,0.0046966067,0.008513827,0,0
52,-0.0145509765,0.015785642,-1.03350317,-0.00132500846,-0.00319267553,-0.000472988962,0.9995894,0.32308918,0.013006832,0.004686544,0.008518719,0,0
53,-0.0168945957,0.0158413071,-1.03655827,-0.00106422522,-0.00268794852,0.0005518205,0.9995918,0.32199576,0.012989464,0.00467687,0.008518448,0,0
54,-0.0194661673,0.0235096011,-1.03790224,-0.0003547418,-0.00106422522,0.0008934236,0.9995943,0.32094008,0.012972529,0.0046673534,0.008514088,0,0
55,-0.0172309112,0.0255774185,-1.03265369,0.00212845043,-0.00319267553,0.000297807885,0.99959666,0.31996047,0.012951884,0.0046565398,0.008514249,0,0
56,-0.0155092627,0.0228487235,-1.03204346,0.00250297529,-0.00402583648,0.000454011024,0.9995989,0.31903684,0.012932599,0.0046461704,0.008515384,0,0
57,-0.0149353789,0.0227529611,-1.03460693,0.00106422522,-0.00319267553,0.00157030392,0.999601,0.318143,0.01291733,0.0046372307,0.008513745,0,0
58,-0.0163716879,0.019465832,-1.03318274,0.000354741729,-0.00212845043,0.00158765994,0.999603,0.31729692,0.012902381,0.004628081,0.008513119,0,0
59,-0.0163621772,0.0191839244,-1.03466117,0.000118247233,-0.00185322866,0.00106422522,0.99960476,0.31650436,0.01288833,0.0046191784,0.008509955,0,0
60,-0.0160334855,0.0220196415,-1.0333637,0.000748899241,-0.00212845043,0.000354741729,0.99960655,0.31575754,0.012873409,0.00461011,0.008505663,0,0
61,-0.0170632452,0.0216627959,-1.03130352,0.00106422522,-0.00177370862,0.000421623641,0.9996083,0.3150508,0.012857924,0.004600942,0.008502182,0,0
62,-0.0175692588,0.0217066091,-1.02687323,0.000323597167,-0.0020102032,0.00106422522,0.99961,0.31436524,0.012841751,0.0045922245,0.008501421,0,0
63,-0.0159475654,0.0220467355,-1.02409446,-0.00106422522,-0.00244377647,-0.000354741729,0.9996117,0.3137094,0.012825156,0.004584275,0.008502464,0,0
64,-0.0144304382,0.0234621931,-1.02284276,-0.000354741729,-0.00187881722,-0.00106422522,0.9996133,0.31309062,0.012808552,0.004576488,0.008501699,0,0
65,-0.0173426978,0.0216553658,-1.02519238,-0.000118247241,-0.00133575592,-0.0003738715,0.9996147,0.3125171,0.012794199,0.0045690737,0.00849713,0,0
66,-0.0170113686,0.0184489246,-1.03134668,0.000305561232,-0.001509477,0.00106422522,0.99961597,0.3120072,0.012784422,0.004562212,0.008487631,0,0
67,-0.0152733205,0.0191704761,-1.03095675,0.00106422522,-0.00192212593,0.00106422522,0.99961716,0.3115354,0.012775241,0.00455513,0.008477785,0,0
68,-0.0161588155,0.0205503162,-1.03082669,-0.000354741729,-0.00205967552,0.00016891741,0.99961823,0.31107497,0.012766006,0.0045484575,0.0084685385,0,0
69,-0.0172677822,0.02393995,-1.02980673,-0.00106422522,-0.00175078365,-0.00106422522,0.99961936,0.31062412,0.012755387,0.004541802,0.0084594395,0,0
70,-0.0181257185,0.0275112335,-1.02914131,-0.000354741729,-0.00164781976,-0.000354741729,0.9996205,0.3101867,0.012743935,0.0045350078,0.008449653,0,0
71,-0.0169468541,0.02821338,-1.028594,-0.000118247241,-0.00161349855,-0.000118247241,0.99962157,0.30977482,0.0127326725,0.0045283246,0.008440872,0,0
72,-0.0163911376,0.0271453466,-1.02629566,-0.000458814728,-0.00106422522,-3.94157469e-05,0.99962264,0.30938002,0.012721301,0.0045217555,0.008434119,0,0
73,-0.015880378,0.02499897,-1.02797091,-0.00106422522,-0.00167035533,-1.31385823e-05,0.99962354,0.30901313,0.012711501,0.0045157224,0.008426227,0,0
74,-0.0134314792,0.0262366366,-1.03259838,0.000354741729,-0.00319267553,-0.000400078425,0.9996244,0.30868867,0.012703772,0.0045098164,0.008413368,0,0
75,-0.0129407011,0.02616091,-1.03056014,0.000118247233,-0.00212845043,-0.00106422522,0.99962515,0.308375,0.012695796,0.004503666,0.008402416,0,0
76,-0.0153812757,0.0206018146,-1.02809036,-0.00102480955,-0.000709483458,-0.00125011359,0.9996259,0.30807096,0.012687347,0.004497425,0.008394646,0,0
77,-0.0148927169,0.0205391478,-1.0284065,-0.000696344941,-0.0008885718,-0.00106422522,0.9996267,0.30778205,0.012679287,0.0044916095,0.008385242,0,0
78,-0.01326502,0.0244245082,-1.03192985,0.00106422522,-0.00212845043,0.000354741729,0.9996274,0.3075123,0.012672691,0.0044862074,0.008371451,0,0
79,-0.0128852157,0.0257196277,-1.033918,0.000417531643,-0.00212845043,0.000118247233,0.999628,0.30725622,0.012667073,0.004481159,0.008357833,0,0
80,-0.0129213743,0.0261513349,-1.03295314,-0.00212845043,-0.00248319213,0.000394157483,0.9996286,0.30699,0.012661164,0.004476524,0.0083472775,0,0
81,-0.0174907185,0.026457997,-1.03067839,-0.00248467,-0.00189195585,0.000486127537,0.99962926,0.3067183,0.01265278,0.0044712257,0.008337576,0,0
82,-0.0183627922,0.0250953734,-1.02764142,-0.00106422522,-0.00134013547,0.000516784261,0.99963,0.30647197,0.012642121,0.0044651083,0.008329333,0,0
83,-0.0189790037,0.02187424,-1.02728021,0.000354741729,-0.00151093712,0.00052700314,0.9996307,0.30626285,0.012631633,0.0044589005,0.008320408,0,0
84,-0.01999821,0.02128881,-1.02878749,0.00106422522,-0.000858387444,-0.00106422522,0.99963135,0.30608696,0.012622263,0.004453138,0.008308814,0,0
85,-0.02245383,0.0217447076,-1.03173125,0.0004199987,0.00106422522,-0.00159222,0.9996319,0.305927,0.0126149375,0.0044481726,0.008294649,0,0
86,-0.02294685,0.0214083921,-1.02831793,-0.00106422522,-0.000326568843,-0.00106422522,0.9996324,0.30576643,0.012606595,0.0044435384,0.008284915,0,0
87,-0.0159497317,0.0216218084,-1.02701747,-0.00106422522,-0.004256901,-0.0012728658,0.99963295,0.30561322,0.012597915,0.0044393335,0.008278008,0,0
88,-0.0136173591,0.0236460716,-1.02609575,-0.00016460492,-0.00283793383,-0.00212845043,0.9996335,0.30544308,0.012589193,0.0044351253,0.008270073,0,0
89,-0.0130026611,0.0254601482,-1.02090561,0.00106422522,-0.00212845043,0.000354741729,0.99963415,0.30524662,0.012579079,0.004430712,0.008264301,0,0
90,-0.007589428,0.0278552044,-1.01933825,0.000354741729,-0.00210099248,0.00118247245,0.99963474,0.30503905,0.012569464,0.0044272956,0.008260305,0,0
91,-0.007575382,0.0312577225,-1.02500069,0.0008277307,-0.00212845043,0.0014583827,0.9996353,0.3048456,0.012561618,0.0044242823,0.008250168,0,0
92,-0.0121279918,0.02636976,-1.02932966,0.00027591025,-0.00106422522,0.00106422522,0.9996357,0.30469647,0.012554996,0.0044205287,0.008237777,0,0
93,-0.0160869341,0.0214852318,-1.03093541,9.197008e-05,-0.00149427471,0.000354741729,0.99963605,0.30458874,0.0125483535,0.0044159456,0.00822446,0,0
94,-0.0193597078,0.0208336189,-1.03244722,0.00106422522,-0.00319267553,-0.0003635618,0.9996364,0.30450797,0.012541383,0.004410886,0.008208893,0,0
95,-0.0186602678,0.0201281328,-1.03490436,0.000354741729,-0.00177370862,-0.00106422522,0.99963665,0.3044355,0.012536152,0.0044063153,0.00819324,0,0
96,-0.0195664447,0.022497138,-1.0337702,0.000295200822,-0.00165546138,-0.00106422522,0.999637,0.30435,0.012530102,0.0044018384,0.008178703,0,0
97,-0.0190547016,0.0216592029,-1.03160179,0.00106422522,-0.00197078753,-0.00106422522,0.99963737,0.3042651,0.012522607,0.0043970956,0.008167153,0,0
98,-0.0167682339,0.0186129641,-1.03348315,0.00130160584,-0.002075896,-0.00106422522,0.99963766,0.30419046,0.012516565,0.0043928227,0.008155844,0,0
99,-0.0140529526,0.020527238,-1.03280818,0.00106422522,-0.00175619044,-0.00106422522,0.99963796,0.30410013,0.012510889,0.004389068,0.008144981,0,0
100,-0.01314786,0.0253971,-1.02900255,0.0009813996,-0.001649622,-0.000354741729,0.9996384,0.30397546,0.012503133,0.0043854816,0.008136311,0,0
101,-0.01577585,0.0262065846,-1.03343058,0.00106422522,-0.001968841,0.00106422522,0.9996388,0.30385143,0.012496442,0.0043822536,0.008124651,0,0
102,-0.0190932527,0.0243605282,-1.0336045,-0.00106422522,-0.00207524723,0.000354741729,0.9996391,0.30373675,0.012489311,0.004378959,0.008114851,0,0
103,-0.0197107717,0.0219548121,-1.03073275,-0.0009924675,-0.002110716,-0.000906591944,0.99963945,0.30364043,0.0124798,0.0043747826,0.008107343,0,0
104,-0.015196559,0.02261775,-1.03205407,0.00106422522,-0.001767797,-0.00212845043,0.9996398,0.30357188,0.012470624,0.0043704542,0.008097395,0,0
105,-0.0109248944,0.0243035723,-1.03005314,0.00106422522,-0.00165349094,-0.000709483458,0.99964017,0.30348805,0.012462401,0.0043667504,0.008088858,0,0
106,-0.0132444957,0.0209592637,-1.0302,0.000354741729,-0.00197013072,-0.000945978041,0.99964046,0.3034028,0.01245445,0.004363271,0.008081007,0,0
107,-0.0146687375,0.018379651,-1.03382969,0.000118247233,-0.00172093546,-0.000315326,0.99964076,0.30332857,0.012448352,0.004360078,0.00807053,0,0
108,-0.01709661,0.0209377483,-1.03829479,0.00106422522,-0.00128312863,0.0009591165,0.99964094,0.30326042,0.012443629,0.004356912,0.00805539,0,0
109,-0.0192079842,0.0213021655,-1.034412,0.000206852565,-0.00106422522,0.0006744472,0.99964124,0.3031885,0.012436294,0.0043532,0.008044957,0,0
110,-0.0168193281,0.01784291,-1.03067636,-0.00212845043,-0.000354741729,0.00022481574,0.99964154,0.30310804,0.012427508,0.0043497314,0.008040392,0,0
111,-0.0148837864,0.0179919079,-1.03236091,-0.000709483458,-0.000392415968,0.00106422522,0.99964184,0.30303282,0.012418954,0.004346227,0.008032606,0,0
112,-0.01586621,0.02032022,-1.03080654,-0.000188598235,-0.00106422522,0.00176206313,0.9996422,0.3029519,0.012409454,0.0043426417,0.008024426,0,0
113,-0.0161936861,0.0227239281,-1.03484571,-0.00106422522,-0.00212845043,0.00212845043,0.99964243,0.30287397,0.012401468,0.004339793,0.008013782,0,0
114,-0.01467524,0.0214092787,-1.03944731,-0.000354741729,-0.00319267553,0.00212845043,0.9996426,0.30282807,0.01239487,0.0043365704,0.00800111,0,0
115,-0.0135180494,0.0206455421,-1.03105271,-0.000303524022,-0.00307291583,0.0005351695,0.9996429,0.30277354,0.012384357,0.004332195,0.007994919,0,0
116,-0.0131323189,0.0223440882,-1.02711523,-0.00106422522,-0.00212845043,-0.00212845043,0.9996433,0.30270052,0.01237173,0.004328145,0.007990474,0,0
117,-0.0151196271,0.0204688627,-1.0285697,-0.00129870174,-0.0014524617,-0.00130070187,0.9996437,0.30262947,0.012360461,0.004324643,0.007984107,0,0
118,-0.0141544593,0.0177279022,-1.02970552,-0.00106422522,-0.00106422522,0.00212845043,0.99964404,0.30256173,0.012351756,0.0043216543,0.007977067,0,0
119,-0.0128561743,0.0197439361,-1.03024685,-0.00106422522,-0.00177370885,0.00106422522,0.9996443,0.30250224,0.012343045,0.0043189223,0.007969295,0,0
120,-0.0119351307,0.0210669879,-1.03059,-0.000354741729,-0.0020102032,-0.00034547082,0.9996446,0.3024576,0.012333352,0.0043158066,0.007960983,0,0
121,-0.0108143138,0.0223218072,-1.03477347,-0.0003753682,-0.00102480955,-0.00106422522,0.9996448,0.30242404,0.012325374,0.004312996,0.007949719,0,0
122,-0.0114172706,0.0243676845,-1.03649342,-0.00106422522,0.00106422522,-0.000354741729,0.99964505,0.3023799,0.012318446,0.0043103495,0.007937596,0,0
123,-0.0135713816,0.0213061552,-1.03137016,-0.00106422522,9.765953e-05,0.00106422522,0.99964535,0.3023309,0.01230879,0.0043068165,0.007930739,0,0
124,-0.0165680647,0.0210994482,-1.02657,-0.000354741729,-0.00319267553,0.000354741729,0.99964577,0.30227855,0.012295777,0.004302823,0.007926209,0,0
125,-0.0174041986,0.02298367,-1.02789962,0.0005912362,-0.00212845043,0.000275026483,0.9996462,0.30222523,0.012283558,0.004299261,0.007918971,0,0
126,-0.0189849939,0.0205192957,-1.022809,0.00106422522,-0.00212845043,0.00106422522,0.99964666,0.3021751,0.0122700045,0.004295393,0.007915391,0,0
127,-0.0203257278,0.0175819527,-1.02485561,0.000354741729,-0.00212845043,0.000354741729,0.999647,0.30213958,0.0122582195,0.004292335,0.007910303,0,0
128,-0.0184939932,0.0180676822,-1.03823316,-0.000428245781,-0.00141896692,0.00031575,0.9996471,0.30213714,0.012253164,0.004290766,0.007895842,0,0
129,-0.0188599769,0.0198571961,-1.03894889,-0.00106422522,-0.00118247245,0.00106422522,0.9996472,0.30213115,0.012248288,0.0042886315,0.007882041,0,0
130,-0.01833093,0.0225695875,-1.03349078,0.00106422522,-0.001103641,0.00177370885,0.9996475,0.30210727,0.012239332,0.0042850557,0.007872043,0,0
131,-0.0168524981,0.0265661646,-1.03281069,0.00102760014,-0.00106422522,0.00165546138,0.9996478,0.3020612,0.012229479,0.004281893,0.007863162,0,0
132,-0.0161969271,0.0265962724,-1.03909445,-0.00106422522,-0.00105682435,0.00106422522,0.999648,0.30201915,0.01222227,0.004279698,0.0078523075,0,0
133,-0.01467632,0.0225372985,-1.04346764,-0.00106422522,-0.00106422522,0.000354741729,0.99964803,0.30200833,0.012216422,0.004276872,0.007840302,0,0
134,-0.0131928883,0.0190684218,-1.0405308,-0.00106422522,-0.00177370885,0.000118247241,0.99964815,0.30199695,0.012209386,0.0042732535,0.007831386,0,0
135,-0.0135122128,0.0192142129,-1.03971469,-0.00110996258,-0.00212845043,3.94157469e-05,0.9996483,0.30196384,0.0122018615,0.0042697527,0.007822518,0,0
136,-0.0154090188,0.0197510924,-1.04123306,-0.00106422522,-0.001790397,-0.000386701373,0.99964845,0.3019245,0.012194374,0.004266415,0.0078124106,0,0
137,-0.0150647247,0.0200928133,-1.039786,-0.00106422522,-0.00106422522,-0.00106422522,0.9996487,0.3018853,0.0121858595,0.0042629647,0.007804043,0,0
138,-0.0152754812,0.02476401,-1.03669941,-0.000282769382,-0.00141896692,-0.000354741729,0.999649,0.30182582,0.012175492,0.0042595714,0.007796574,0,0
139,-0.01762438,0.0250189919,-1.03436852,0.00106422522,-0.00153721415,-0.000118247241,0.9996494,0.30176926,0.0121634025,0.00425586,0.0077904565,0,0
140,-0.0184073448,0.0218487773,-1.03473091,-0.000354741729,-0.00122188823,-0.000465586025,0.99964976,0.30172205,0.01215243,0.0042528682,0.007785736,0,0
141,-0.017366251,0.025349332,-1.03599107,-0.00106422522,-0.00218100473,-0.00106422522,0.99965006,0.30167335,0.012142141,0.004250553,0.0077791777,0,0
142,-0.0183213037,0.0268417057,-1.03283036,-0.0015392669,-0.00179122679,0.00106422522,0.9996504,0.30160052,0.012130982,0.004248128,0.007774752,0,0
143,-0.0207555387,0.0270136427,-1.026894,-0.00212845043,-0.0005970756,0.00220823451,0.99965084,0.30150297,0.012117316,0.004245416,0.007774141,0,0
144,-0.0199393462,0.026745433,-1.029147,-0.00106422522,-0.0009085087,0.00212845043,0.99965125,0.30143347,0.012104022,0.0042427755,0.0077708606,0,0
145,-0.0152727515,0.0282836333,-1.03136289,-0.0006684632,-0.0010123197,0.00166133116,0.9996516,0.30139044,0.012092312,0.004240403,0.0077655204,0,0
146,-0.0133916987,0.0305867326,-1.0278697,-0.00106422522,-0.00106422522,0.00106422522,0.99965197,0.30133936,0.012079456,0.0042378446,0.0077619352,0,0
147,-0.0116253579,0.0271226615,-1.02865839,-0.000416580733,-0.00147898169,0.00106422522,0.99965227,0.3013057,0.012067204,0.0042350427,0.007758066,0,0
148,-0.0128269419,0.0251541678,-1.03136265,0.00106422522,-0.00212845043,0.000354741729,0.99965256,0.30129534,0.012056227,0.004231965,0.007750533,0,0
149,-0.0138785122,0.02726493,-1.03210127,0.00106422522,-0.00212845043,0.000118247241,0.9996528,0.301281,0.012046161,0.004229153,0.0077416017,0,0
150,-0.0152055984,0.0273174774,-1.02844131,0.000164924466,-0.00212845043,0.000455184374,0.99965316,0.30124825,0.012034925,0.004226329,0.0077362736,0,0
151,-0.0205307733,0.025219107,-1.02477992,-0.00106422522,-0.00177370885,0.00106422522,0.9996535,0.30119315,0.012022147,0.0042234934,0.007733661,0,0
152,-0.019213384,0.0277748574,-1.02779114,-0.000354741729,-0.0020102032,0.000354741729,0.9996539,0.30115455,0.012010106,0.004221056,0.00772783,0,0
153,-0.0158445667,0.0271619316,-1.03400326,-0.000684067,-0.00212845043,0.000118247233,0.99965405,0.30114463,0.012001367,0.0042191506,0.0077191223,0,0
154,-0.01602371,0.0269576237,-1.03981745,-0.00212845043,-0.00174509385,0.001103641,0.9996541,0.30113205,0.0119958455,0.004217674,0.007707582,0,0
155,-0.0177110285,0.026564,-1.04094172,-0.00255505857,-0.00106422522,0.000367880333,0.9996542,0.30111954,0.011989641,0.0042154277,0.007696449,0,0
156,-0.0176224262,0.0238286257,-1.034155,-0.00212845043,-0.00177370862,-0.00212845043,0.9996544,0.30111283,0.011978869,0.004211726,0.00769133,0,0
157,-0.01677909,0.0230795946,-1.03107893,-0.00106422522,-0.0020102032,-0.00168919959,0.9996547,0.30108932,0.011967084,0.0042080726,0.0076871677,0,0
158,-0.01731178,0.0218533557,-1.03575027,-0.000354741729,-0.00173429307,0.00106422522,0.9996549,0.3010586,0.011958799,0.004205447,0.0076792347,0,0
159,-0.0156989787,0.0233977344,-1.034866,-0.0004651721,-0.00199706457,0.00106422522,0.9996551,0.30102447,0.01195052,0.00420307,0.007672636,0,0
160,-0.0143475756,0.0240752865,-1.03473389,-0.00106422522,-0.00279413839,0.000354741729,0.9996553,0.30098745,0.011941576,0.004200811,0.0076672393,0,0
161,-0.01861716,0.0197438449,-1.03957272,-0.000709483458,-0.00305982982,0.000118247233,0.9996555,0.3009715,0.01193372,0.004198213,0.00765866,0,0
162,-0.0197148342,0.01732347,-1.04004633,-0.00130071968,-0.00212845043,0.000748899241,0.9996556,0.30095753,0.011926626,0.004195521,0.0076504378,0,0
163,-0.0171510372,0.0220505316,-1.03711176,-0.000433573237,-0.00141976308,0.00106422522,0.99965584,0.30092487,0.011917806,0.004192681,0.0076433127,0,0
164,-0.0187378451,0.0257421043,-1.03157628,0.0005649591,-0.00106422522,0.001503409,0.99965626,0.30086854,0.011905528,0.0041893995,0.0076391147,0,0
165,-0.01894126,0.0264843479,-1.02728975,0.00106422522,-0.00212845043,0.00212845043,0.9996567,0.3008067,0.0118911415,0.004186154,0.0076378793,0,0
166,-0.01656766,0.0239648353,-1.02976716,0.00116639223,-0.00212845043,0.00141896692,0.99965703,0.3007701,0.011878492,0.0041834633,0.0076353494,0,0
167,-0.0182178672,0.022799477,-1.02733767,0.00106422522,-0.00319267553,0.00106422522,0.9996574,0.30073795,0.0118654035,0.004180656,0.0076331315,0,0
168,-0.02039554,0.0222482625,-1.0242492,0.000709483458,-0.003965503,0.00141478959,0.9996578,0.30069613,0.01185164,0.004177937,0.007631867,0,0
169,-0.0175407,0.0235293675,-1.02728879,0.00130071968,-0.004256901,0.00212845043,0.9996581,0.3006622,0.011839981,0.0041758264,0.0076277624,0,0
170,-0.0159380455,0.0260722879,-1.03074348,0.000433573237,-0.00248319213,-0.00212845043,0.9996584,0.30064854,0.011829397,0.0041740006,0.007621264,0,0
